row,scenario,symbol,side,entry_price,exit_price,gross_price_return_pct,recorded_return_pct,implicit_cost_pct,pnl,best_cost_hypothesis_pp,best_hypothesis_residual_pp,classification,message
59,S72_SL4_TP8,BMT/USDT,,0.01269,0.0121824,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
60,S72_SL4_TP8,PLUME/USDT,,0.01146,0.01114,-2.7923211169284423,-2.9923211169284425,0.20000000000000018,-29.923211169284425,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
61,S72_SL4_TP8,HEI/USDT,,0.1056,0.101376,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
62,S72_SL4_TP8,HOME/USDT,,0.00689,0.0066144,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
63,S72_SL4_TP8,XPL/USDT,,0.08689,0.08341439999999999,-4.000000000000014,-4.200000000000014,0.20000000000000018,-42.00000000000014,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
64,S72_SL4_TP8,UNI/USDT,,3.858,3.70368,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
65,S72_SL4_TP8,HEMI/USDT,,0.00532,0.0051072,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
66,S72_SL4_TP8,RE/USDT,,0.6078,0.583488,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
67,S72_SL4_TP8,GPS/USDT,,0.00935,0.00934,-0.10695187165776776,-0.30695187165776777,0.2,-3.0695187165776776,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
68,S72_SL4_TP8,TUT/USDT,,0.01452,0.01538,5.9228650137741035,5.722865013774103,0.20000000000000018,57.228650137741035,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
69,S72_SL4_TP8,TREE/USDT,,0.0394,0.0381,-3.2994923857867953,-3.4994923857867954,0.20000000000000018,-34.99492385786795,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
70,S72_SL4_TP8,ALPINE/USDT,,0.314,0.315,0.31847133757962887,0.11847133757962885,0.2,1.1847133757962887,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
71,S72_SL4_TP8,PLUME/USDT,,0.01177,0.01212,2.9736618521665426,2.7736618521665424,0.20000000000000018,27.736618521665424,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
72,S72_SL4_TP8,MUBARAK/USDT,,0.01087,0.01097,0.9199632014719406,0.7199632014719406,0.19999999999999996,7.199632014719406,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
73,S72_SL4_TP8,TUT/USDT,,0.01586,0.01599,0.819672131147553,0.619672131147553,0.19999999999999996,6.196721311475531,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
74,S72_SL4_TP8,ONDO/USDT,,0.4062,0.4094,0.7877892663712416,0.5877892663712416,0.19999999999999996,5.877892663712417,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
75,S72_SL4_TP8,USDE/USDT,,1.0009,1.0009,0.0,-0.2,0.2,-2.0,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
76,S72_SL4_TP8,PAXG/USDT,,4063.01,4078.89,0.39084324183302765,0.19084324183302764,0.2,1.9084324183302765,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
77,S72_SL4_TP8,UNI/USDT,,3.912,3.854,-1.4826175869120606,-1.6826175869120605,0.19999999999999996,-16.826175869120604,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
78,S72_SL4_TP8,AAVE/USDT,,97.0,99.73,2.8144329896907294,2.6144329896907292,0.20000000000000018,26.144329896907294,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
79,S72_SL4_TP8,CRCLB/USDT,,63.73,63.79,0.09414718343010442,-0.10585281656989559,0.2,-1.0585281656989558,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
80,S72_SL4_TP8,GRAM/USDT,,1.519,1.486,-2.1724818959841907,-2.372481895984191,0.20000000000000018,-23.724818959841908,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
81,S72_SL4_TP8,BNB/USDT,,573.34,571.82,-0.26511319635817987,-0.4651131963581799,0.2,-4.651131963581799,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
82,S72_SL4_TP8,TAO/USDT,,200.8,192.768,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
83,S72_SL4_TP8,KAITO/USDT,,1.2228,1.3206240000000002,8.000000000000007,7.800000000000007,0.20000000000000018,78.00000000000007,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
84,S72_SL4_TP8,PUMP/USDT,,0.002144,0.00205824,-4.000000000000014,-4.200000000000014,0.20000000000000018,-42.00000000000014,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
85,S72_SL4_TP8,BCH/USDT,,219.2,212.7,-2.965328467153283,-3.1653284671532833,0.20000000000000018,-31.653284671532834,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
86,S72_SL4_TP8,RLUSD/USDT,,1.0013,1.0011,-0.0199740337561094,-0.2199740337561094,0.2,-2.199740337561094,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
87,S72_SL4_TP8,MSTRB/USDT,,97.4,98.12,0.7392197125256628,0.5392197125256628,0.19999999999999996,5.3921971252566285,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
88,S72_SL4_TP8,USDC/USDT,,1.00095,1.00085,-0.009990509016433169,-0.20999050901643318,0.2,-2.0999050901643317,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
89,S72_SL4_TP8,USD1/USDT,,0.9999,0.99978,-0.012001200120015376,-0.2120012001200154,0.2,-2.1200120012001538,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
90,S72_SL4_TP8,TREE/USDT,,0.0387,0.0381,-1.5503875968992165,-1.7503875968992164,0.19999999999999996,-17.503875968992162,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
