tipo,scenario,symbol,trades,avg_pct,median_pct,pf,dd_pct,pnl
scenario,S85_SL6_TP15,,258,0.5757321459828709,-0.22498001598720824,1.3134666630154215,-46.68434247246961,1485.3889366358069
scenario,S85_SL6_TP8,,274,0.8990036412232787,-0.20449860613706,1.5488849609730864,-66.69955648461861,2463.2699769517835
symbol,,ACE/USDT,555,5.026468710250121,9.80000000000001,3.828698262812673,-19.318309177600014,27896.901341888177
symbol,,ALLO/USDT,388,-0.8647568114399035,-4.200000000000004,0.6950712876260875,-98.21217160589416,-3355.2564283868246
symbol,,DEXE/USDT,177,-5.155367231638423,-5.200000000000005,0.0,-99.99149341567221,-9125.00000000001
symbol,,CHIP/USDT,519,0.21973241907168345,-1.8861219195849597,1.093634790603034,-65.8721600720509,1140.4112549820375
symbol,,HOME/USDT,690,3.612968094882326,7.800000000000007,2.6914971012717657,-62.985387105552434,24929.47985468805
symbol,,PUMP/USDT,877,2.451436605117328,3.4247334754797354,2.4151904689075,-17.99177576061972,21499.09902687897
symbol,,CRCLB/USDT,546,-0.9322194732087297,-1.6910676607117756,0.49771698260144076,-99.5510081637755,-5089.918323719664
symbol,,ONG/USDT,521,17.549205753146182,3.858782365290403,21.20157244168275,-18.27584971521595,91431.36197389162
symbol,,PEPE/USDT,397,0.27912307869493486,0.15587188612098418,1.2656709766207759,-35.78846834302231,1108.1186224188912
symbol,,TAO/USDT,395,-1.1895374430148047,-2.4414671421293943,0.46055116174768507,-99.30886955697069,-4698.672899908478
symbol,,HEMI/USDT,703,1.6489766795250929,0.5736943907156624,1.8822867544630957,-19.735921168065605,11592.306057061403
symbol,,SUI/USDT,141,-1.495300285232383,-1.0036739380022917,0.0,-88.12735435903046,-2108.37340217766
symbol,,EDEN/USDT,598,2.3940649561143945,0.3168324363531651,2.4749645633553867,-15.120921712627421,14316.50843756408
symbol,,TUT/USDT,691,5.328747638260806,7.800000000000007,6.337884660435134,-15.710944800000014,36821.64618038217
symbol,,LTC/USDT,99,-0.9213901699125069,-0.37406440382941036,0.2157331550963335,-66.33235245308737,-912.1762682133817
symbol,,SKHYB/USDT,366,-2.4188010324074343,-1.4686416087455243,0.09234043774403937,-99.9887970739254,-8852.81177861121
symbol,,SOXLB/USDT,466,-0.44139750457080273,-0.7652443647894078,0.8021933965924354,-92.87634964273572,-2056.9123712999403
symbol,,EWYB/USDT,552,0.6442475077536682,0.266588901849696,2.049137997556812,-16.538578422030113,3556.2462428002486
symbol,,MUB/USDT,416,0.2604173944392785,0.5086204267292229,1.1778078996624766,-29.770380804895446,1083.336360867399
symbol,,LINK/USDT,497,2.567005419966911,1.646816224790393,7.3241517493683945,-5.453821583440888,12758.016937235547
symbol,,TREE/USDT,469,2.2191215449116175,0.3464480874316946,2.6348385223445097,-12.373953592969645,10407.680045635487
symbol,,SNDKB/USDT,384,4.710894402471057,6.137104152629513,5.51845408974772,-9.181600000000012,18089.83450548886
symbol,,XRP/USDT,15,1.7966075981502423,2.548892304910022,5.356126241770661,-6.0908044692667085,269.4911397225364
symbol,,ETH/USDT,235,0.6753495681101045,0.10893237987705823,1.9059912915688102,-17.757625222666817,1587.0714850587456
symbol,,NEAR/USDT,211,-0.23008207204106063,-0.3173020527859281,0.755540052268631,-58.49458475912358,-485.4731720066379
symbol,,BMT/USDT,488,0.6696358168282838,0.6460236886632666,1.448476319703016,-48.805525053393325,3267.822786122025
symbol,,OPN/USDT,487,2.362764816577199,1.683239171374762,2.5229934341395595,-19.27570861953417,11506.66465673096
symbol,,RARE/USDT,531,-0.9013811981501441,-1.3695906432748426,0.5812128242021123,-99.46784177356504,-4786.334162177264
symbol,,RED/USDT,359,1.087981018684444,-0.6509582863585048,1.5691805977312352,-32.27084191151267,3905.8518570771544
symbol,,BICO/USDT,435,4.085015980020257,7.800000000000007,3.328698813422788,-22.587453566400008,17769.81951308812
symbol,,XPL/USDT,340,-2.5285145905704254,-2.2987940630797676,0.040360899629395756,-99.98502071484788,-8596.949607939447
symbol,,GPS/USDT,767,-0.12633323059667412,-0.5033367037411416,0.9376410850965473,-86.7341810755765,-968.97587867649
symbol,,GIGGLE/USDT,396,-0.6922748672942504,-3.9647705413575096,0.781873905331235,-98.32437748769313,-2741.408474485231
symbol,,ALPINE/USDT,516,-0.4776973400966341,-0.5125000000000044,0.5296591315986882,-93.36478889279036,-2464.918274898632
symbol,,MSTRB/USDT,365,-1.503632661734227,-1.0951276574102329,0.2387111517339038,-99.65385224591239,-5488.259215329928
symbol,,GRAM/USDT,146,-0.6611657780295118,-1.8899338721528267,0.6138935872178429,-78.23815995096827,-965.3020359230873
symbol,,PORTAL/USDT,596,-0.16787818357992587,-0.8039689387402846,0.9250546246500372,-88.32654865828705,-1000.5539741363577
symbol,,PLUME/USDT,822,0.08621714344694249,-1.0994276369582943,1.0402509971737064,-79.6888061931241,708.704919133868
symbol,,ONDO/USDT,352,-1.5056045720576046,-2.0009247992212154,0.25109080475567674,-99.57552185303742,-5299.728093642767
symbol,,UNI/USDT,466,0.7076943174222001,0.9862756827264232,1.4666676341578164,-60.28248743911631,3297.855519187453
symbol,,KAITO/USDT,406,-1.6867177804125555,-5.199999999999993,0.516344785050147,-99.96369092738179,-6848.074188474975
symbol,,WLD/USDT,424,-1.0115147701099936,-0.8154747948417305,0.4017361919087848,-98.86453997440634,-4288.822625266373
symbol,,ADA/USDT,505,0.21384855847723255,-0.08283538371411919,1.1548547010990273,-51.59916606339968,1079.9352203100248
symbol,,TRUMP/USDT,336,1.1821762990688607,-1.392052980132452,2.020143045269718,-20.34944698157528,3972.1123648713724
symbol,,HEI/USDT,302,-2.9074122810216667,-5.200000000000005,0.3380288684646095,-99.99209331646878,-8780.385088685432
symbol,,RE/USDT,689,-0.032853151511103434,-1.6312977099236623,0.9873547895695928,-94.94977458102358,-226.35821391150176
symbol,,MUBARAK/USDT,951,1.8746088561049992,-0.6566210045662044,2.148673055874404,-19.233112038400023,17827.530221558543
symbol,,USDE/USDT,512,-0.21356756313063585,-0.209990009990013,0.0,-66.53569631625192,-1093.4659232288554
symbol,,PAXG/USDT,548,0.03410743323834193,0.19084324183302764,1.08082354461105,-22.85729631804161,186.90873414611374
symbol,,AAVE/USDT,367,-1.552048141310309,-2.698518664823224,0.28322501646794873,-99.72329365458184,-5696.016678608835
symbol,,BNB/USDT,412,0.2764865006711212,0.23302589631244447,1.649578031329596,-14.067324396968994,1139.1243827650192
symbol,,BCH/USDT,140,-1.2569434956531707,-1.1203865623561902,0.10332759109907459,-83.44169303038856,-1759.7208939144389
symbol,,RLUSD/USDT,424,-0.2173459252991872,-0.20998901208673076,0.0,-60.25184043534805,-921.5467232685537
symbol,,USDC/USDT,316,-0.21165375531576558,-0.20499525450823325,0.0,-48.806500962879674,-668.8258667978191
symbol,,USD1/USDT,353,-0.21444677264998385,-0.2120012001200154,0.0,-53.132451286703564,-756.9971074544429
symbol,,U/USDT,254,-0.2129480597026875,-0.2,0.0,-41.81235097499514,-540.8880716448261
symbol,,XUSD/USDT,234,-0.20413414231506619,-0.19001398042739465,0.0,-38.009224830971554,-477.67389301725484
symbol,,FDUSD/USDT,223,-0.2399455972951105,-0.2100200400801609,0.0,-41.47685661360262,-535.0786819680965
symbol,,AVAX/USDT,205,-2.2756995469792356,-1.7068408916218298,0.07831495046403662,-99.14675327543857,-4665.1840713074325
symbol,,EURI/USDT,451,-0.1311634092240873,-0.2,0.3447798199458637,-45.47723154791748,-591.5469756006338
