row,scenario,symbol,entry_price,exit_price,return_pct,pnl,gross_return_pct,implicit_cost_pp,nearest_simple_cost,nearest_distance_pp
114,S72_SL4_TP8,WLFI/USDT,0.0557,0.0551,-1.277199281867136,-12.771992818671361,-1.07719928,0.20000000,0.20,0.00000000
115,S72_SL4_TP8,BNB/USDT,575.72,589.55,2.202209407350786,22.02209407350786,2.40220941,0.20000000,0.20,0.00000000
116,S72_SL4_TP8,BCH/USDT,218.7,209.95199999999997,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
117,S72_SL4_TP8,ONDO/USDT,0.4157,0.405,-2.77397161414481,-27.7397161414481,-2.57397161,0.20000000,0.20,0.00000000
118,S72_SL4_TP8,PAXG/USDT,4076.31,4054.75,-0.7289097247265228,-7.289097247265228,-0.52890972,0.20000000,0.20,0.00000000
119,S72_SL4_TP8,TUT/USDT,0.01481,0.01501,1.1504388926401046,11.504388926401045,1.35043889,0.20000000,0.20,0.00000000
120,S72_SL4_TP8,MSTRB/USDT,97.19,93.30239999999999,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
121,S72_SL4_TP8,SPCXB/USDT,114.79,110.1984,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
122,S72_SL4_TP8,AAVE/USDT,100.23,96.59,-3.8316472114137468,-38.31647211413747,-3.63164721,0.20000000,0.20,0.00000000
123,S72_SL4_TP8,ADA/USDT,0.1707,0.1709,-0.08283538371411919,-0.8283538371411919,0.11716462,0.20000000,0.20,0.00000000
124,S72_SL4_TP8,SUI/USDT,0.7013,0.6843,-2.624069585056321,-26.240695850563213,-2.42406959,0.20000000,0.20,0.00000000
125,S72_SL4_TP8,PUMP/USDT,0.001972,0.00212976,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
126,S72_SL4_TP8,GIGGLE/USDT,39.61,42.778800000000004,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
127,S72_SL4_TP8,FIL/USDT,0.7153,0.7209,0.5828882986159469,5.82888298615947,0.78288830,0.20000000,0.20,0.00000000
128,S72_SL4_TP8,MUBARAK/USDT,0.01371,0.013161599999999999,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
129,S72_SL4_TP8,ALPINE/USDT,0.318,0.321,0.7433962264151053,7.433962264151053,0.94339623,0.20000000,0.20,0.00000000
130,S72_SL4_TP8,BMT/USDT,0.01158,0.01188,2.3906735751295427,23.90673575129543,2.59067358,0.20000000,0.20,0.00000000
131,S72_SL4_TP8,USD1/USDT,1.00003,0.99989,-0.2139995800126025,-2.139995800126025,-0.01399958,0.20000000,0.20,0.00000000
132,S72_SL4_TP8,HOME/USDT,0.0055,0.00594,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
133,S72_SL4_TP8,USDC/USDT,1.00098,1.00079,-0.21898139822972268,-2.1898139822972267,-0.01898140,0.20000000,0.20,0.00000000
134,S72_SL4_TP8,HEMI/USDT,0.00459,0.00473,2.85010893246187,28.5010893246187,3.05010893,0.20000000,0.20,0.00000000
135,S72_SL4_TP8,NEAR/USDT,1.693,1.681,-0.9088009450679222,-9.088009450679223,-0.70880095,0.20000000,0.20,0.00000000
136,S72_SL4_TP8,EURI/USDT,1.1523,1.1528,-0.15660852208627657,-1.5660852208627656,0.04339148,0.20000000,0.20,0.00000000
137,S72_SL4_TP8,TAO/USDT,196.3,191.9,-2.4414671421293943,-24.414671421293942,-2.24146714,0.20000000,0.20,0.00000000
138,S72_SL4_TP8,GALA/USDT,0.001824,0.00177,-3.160526315789469,-31.60526315789469,-2.96052632,0.20000000,0.20,0.00000000
139,S72_SL4_TP8,ADA/USDT,0.1721,0.185868,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
140,S72_SL4_TP8,TUT/USDT,0.01725,0.01749,1.1913043478260612,11.913043478260612,1.39130435,0.20000000,0.20,0.00000000
141,S72_SL4_TP8,POL/USDT,0.07256,0.07252,-0.2551267916207299,-2.5512679162072986,-0.05512679,0.20000000,0.20,0.00000000
142,S72_SL4_TP8,BICO/USDT,0.01199,0.0119,-0.9506255212677226,-9.506255212677226,-0.75062552,0.20000000,0.20,0.00000000
143,S72_SL4_TP8,GPS/USDT,0.00946,0.00943,-0.5171247357293904,-5.171247357293904,-0.31712474,0.20000000,0.20,0.00000000
144,S72_SL4_TP8,USDE/USDT,1.0009,1.0005,-0.239964032370865,-2.39964032370865,-0.03996403,0.20000000,0.20,0.00000000
145,S72_SL4_TP8,KAITO/USDT,1.1497,1.1037119999999998,-4.200000000000014,-42.00000000000014,-4.00000000,0.20000000,0.20,0.00000000
146,S72_SL4_TP8,HOME/USDT,0.00784,0.008467200000000001,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
147,S72_SL4_TP8,GIGGLE/USDT,44.4,42.623999999999995,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
